Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential,LCOM,CohesionLevel
Public Static Method,org.jfree.chart.encoders.EncoderUtil.writeBufferedImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,16.0,0.0,6.0,4.0,2.0,10.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Abstract Method,org.jfree.chart.encoders.ImageEncoder.encode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,0.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,9.0,0,0,9.0,Very Low
Public Abstract Method,org.jfree.chart.encoders.ImageEncoder.encode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,0.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,3.5,0,0,3.5,Very Low
Public Abstract Method,org.jfree.chart.encoders.ImageEncoder.getQuality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Abstract Method,org.jfree.chart.encoders.ImageEncoder.isEncodingAlpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Abstract Method,org.jfree.chart.encoders.ImageEncoder.setEncodingAlpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,7.0,0,0,7.0,Very Low
Public Abstract Method,org.jfree.chart.encoders.ImageEncoder.setQuality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,6.0,Very Low
Private Static Method,org.jfree.chart.encoders.ImageEncoderFactory.init,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,0.0,16.0,1.0,12.0,6.0,3.0,7.0,9.0,1.0,8.0,2.0,1.0,,,,1.0,,,0.38,2,1,0.38,Medium
Public Static Method,org.jfree.chart.encoders.ImageEncoderFactory.newInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,23.0,0.0,16.0,4.0,11.0,7.0,5.0,7.0,10.0,4.0,8.0,3.0,1.0,,,,1.0,,,0.44,3,1,0.44,Medium
Public Static Method,org.jfree.chart.encoders.ImageEncoderFactory.newInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,14.0,0.0,6.0,3.0,3.0,8.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,0.0,,,1.33,1,1,1.33,Very Low
Public Static Method,org.jfree.chart.encoders.ImageEncoderFactory.newInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13.0,0.0,5.0,2.0,3.0,8.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,0.0,,,1.6,1,1,1.6,Very Low
Public Static Method,org.jfree.chart.encoders.ImageEncoderFactory.newInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,16.0,0.0,7.0,3.0,4.0,9.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,,,,0.0,,,1.29,1,1,1.29,Very Low
Public Static Method,org.jfree.chart.encoders.ImageEncoderFactory.setImageEncoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0.0,4.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.5,1,1,1.5,Very Low
Public Method,org.jfree.chart.encoders.SunJPEGEncoderAdapter.encode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,0.0,5.0,2.0,3.0,12.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,0.0,,,2.4,1,1,2.4,Very Low
Public Method,org.jfree.chart.encoders.SunJPEGEncoderAdapter.encode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,32.0,0.0,20.0,6.0,15.0,12.0,11.0,13.0,16.0,5.0,15.0,3.0,1.0,,,,1.0,,,0.6,3,1,0.6,Medium
Public Method,org.jfree.chart.encoders.SunJPEGEncoderAdapter.getQuality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.encoders.SunJPEGEncoderAdapter.isEncodingAlpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.encoders.SunJPEGEncoderAdapter.setEncodingAlpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,,,3.5,1,1,3.5,Very Low
Public Method,org.jfree.chart.encoders.SunJPEGEncoderAdapter.setQuality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,0.0,7.0,1.0,4.0,8.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.14,2,1,1.14,Very Low
Public Method,org.jfree.chart.encoders.SunPNGEncoderAdapter.encode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,0.0,5.0,2.0,3.0,9.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,0.0,,,1.8,1,1,1.8,Very Low
Public Method,org.jfree.chart.encoders.SunPNGEncoderAdapter.encode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,0.0,10.0,2.0,5.0,7.0,1.0,3.0,6.0,1.0,5.0,3.0,1.0,,,,1.0,,,0.7,3,1,0.7,Medium
Public Method,org.jfree.chart.encoders.SunPNGEncoderAdapter.getQuality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.encoders.SunPNGEncoderAdapter.isEncodingAlpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.encoders.SunPNGEncoderAdapter.setEncodingAlpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,,,4.0,1,1,4.0,Very Low
Public Method,org.jfree.chart.encoders.SunPNGEncoderAdapter.setQuality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,,,3.5,1,1,3.5,Very Low
Public Method,org.jfree.chart.entity.AxisEntity.clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.entity.AxisEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,29.0,0.0,22.0,2.0,14.0,7.0,7.0,8.0,15.0,2.0,13.0,7.0,7.0,,,,1.0,,,0.32,7,7,0.32,Medium
Public Method,org.jfree.chart.entity.AxisEntity.getAxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.AxisEntity.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,6.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,,,,0.0,,,0.83,1,1,0.83,Low
Private Method,org.jfree.chart.entity.AxisEntity.readObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,5.0,2.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.6,1,1,1.6,Very Low
Public Method,org.jfree.chart.entity.AxisEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,6.0,2.0,4.0,6.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,,,,0.0,,,1.0,1,1,1.0,Low
Private Method,org.jfree.chart.entity.AxisEntity.writeObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,4.0,1.0,2.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.75,1,1,1.75,Very Low
Public Method,org.jfree.chart.entity.AxisLabelEntity.getAxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.AxisLabelEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,6.0,2.0,4.0,6.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,,,,0.0,,,1.0,1,1,1.0,Low
Public Method,org.jfree.chart.entity.CategoryItemEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,26.0,0.0,19.0,2.0,12.0,7.0,4.0,7.0,13.0,2.0,11.0,6.0,6.0,,,,1.0,,,0.37,6,6,0.37,Medium
Public Method,org.jfree.chart.entity.CategoryItemEntity.getColumnKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.entity.CategoryItemEntity.getDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.entity.CategoryItemEntity.getRowKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.entity.CategoryItemEntity.setColumnKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.entity.CategoryItemEntity.setDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,6.0,1.0,3.0,7.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.17,2,1,1.17,Very Low
Public Method,org.jfree.chart.entity.CategoryItemEntity.setRowKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.entity.CategoryItemEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0.0,4.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.5,1,1,1.5,Very Low
Public Method,org.jfree.chart.entity.CategoryLabelEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,20.0,0.0,13.0,2.0,8.0,7.0,3.0,5.0,9.0,2.0,7.0,4.0,4.0,,,,1.0,,,0.54,4,4,0.54,Medium
Public Method,org.jfree.chart.entity.CategoryLabelEntity.getKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.CategoryLabelEntity.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,0.0,,,1.0,1,1,1.0,Low
Public Method,org.jfree.chart.entity.CategoryLabelEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,0.0,8.0,2.0,6.0,6.0,5.0,6.0,7.0,2.0,6.0,1.0,1.0,,,,0.0,,,0.75,1,1,0.75,Low
Public Method,org.jfree.chart.entity.ChartEntity.clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,0.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.entity.ChartEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,26.0,0.0,19.0,2.0,12.0,7.0,3.0,7.0,13.0,2.0,11.0,6.0,6.0,,,,1.0,,,0.37,6,6,0.37,Medium
Public Method,org.jfree.chart.entity.ChartEntity.getArea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.ChartEntity.getImageMapAreaTag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,45.0,1.0,29.0,8.0,20.0,15.0,8.0,10.0,15.0,4.0,14.0,7.0,1.0,,,,2.0,,,0.52,7,1,0.52,Medium
Private Method,org.jfree.chart.entity.ChartEntity.getPolyCoords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,33.0,0.0,25.0,5.0,19.0,8.0,7.0,15.0,19.0,5.0,16.0,4.0,1.0,,,,2.0,,,0.32,4,1,0.32,Medium
Private Method,org.jfree.chart.entity.ChartEntity.getRectCoords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,0.0,16.0,5.0,11.0,10.0,5.0,8.0,12.0,5.0,11.0,4.0,1.0,,,,1.0,,,0.63,4,1,0.63,Medium
Public Method,org.jfree.chart.entity.ChartEntity.getShapeCoords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,0.0,8.0,1.0,4.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.63,2,1,0.63,Medium
Public Method,org.jfree.chart.entity.ChartEntity.getShapeType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,0.0,8.0,1.0,4.0,6.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.75,2,1,0.75,Low
Public Method,org.jfree.chart.entity.ChartEntity.getToolTipText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.entity.ChartEntity.getURLText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.entity.ChartEntity.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,11.0,0.0,6.0,2.0,4.0,5.0,2.0,4.0,5.0,2.0,3.0,1.0,1.0,,,,0.0,,,0.83,1,1,0.83,Low
Private Method,org.jfree.chart.entity.ChartEntity.readObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,5.0,2.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.6,1,1,1.6,Very Low
Public Method,org.jfree.chart.entity.ChartEntity.setArea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,15.0,0.0,6.0,1.0,3.0,9.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.5,2,1,1.5,Very Low
Public Method,org.jfree.chart.entity.ChartEntity.setToolTipText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.ChartEntity.setURLText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.ChartEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,6.0,2.0,4.0,6.0,3.0,4.0,5.0,2.0,4.0,1.0,1.0,,,,0.0,,,1.0,1,1,1.0,Low
Private Method,org.jfree.chart.entity.ChartEntity.writeObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.75,1,1,1.75,Very Low
Public Abstract Method,org.jfree.chart.entity.EntityCollection.add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Abstract Method,org.jfree.chart.entity.EntityCollection.addAll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Abstract Method,org.jfree.chart.entity.EntityCollection.clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,3.0,0,0,3.0,Very Low
Public Abstract Method,org.jfree.chart.entity.EntityCollection.getEntities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Abstract Method,org.jfree.chart.entity.EntityCollection.getEntity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,8.0,Very Low
Public Abstract Method,org.jfree.chart.entity.EntityCollection.getEntity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,7.0,0,0,7.0,Very Low
Public Abstract Method,org.jfree.chart.entity.EntityCollection.getEntityCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Abstract Method,org.jfree.chart.entity.EntityCollection.iterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Public Method,org.jfree.chart.entity.JFreeChartEntity.clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.entity.JFreeChartEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,29.0,0.0,22.0,2.0,14.0,7.0,7.0,8.0,15.0,2.0,13.0,7.0,7.0,,,,1.0,,,0.32,7,7,0.32,Medium
Public Method,org.jfree.chart.entity.JFreeChartEntity.getChart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.entity.JFreeChartEntity.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,6.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,,,,0.0,,,0.83,1,1,0.83,Low
Private Method,org.jfree.chart.entity.JFreeChartEntity.readObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,5.0,2.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.6,1,1,1.6,Very Low
Public Method,org.jfree.chart.entity.JFreeChartEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,6.0,2.0,4.0,6.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,,,,0.0,,,1.0,1,1,1.0,Low
Private Method,org.jfree.chart.entity.JFreeChartEntity.writeObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,4.0,1.0,2.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.75,1,1,1.75,Very Low
Public Method,org.jfree.chart.entity.LegendItemEntity.clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.entity.LegendItemEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23.0,0.0,16.0,2.0,10.0,7.0,3.0,6.0,11.0,2.0,9.0,5.0,5.0,,,,1.0,,,0.44,5,5,0.44,Medium
Public Method,org.jfree.chart.entity.LegendItemEntity.getDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,3.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,3.33,Very Low
Public Method,org.jfree.chart.entity.LegendItemEntity.getSeriesKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.entity.LegendItemEntity.setDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.entity.LegendItemEntity.setSeriesKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.entity.LegendItemEntity.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,4.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.5,1,1,1.5,Very Low
Public Method,org.jfree.chart.entity.PieSectionEntity.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,29.0,0.0,22.0,2.0,14.0,7.0,3.0,8.0,15.0,2.0,13.0,7.0,7.0,,,,1.0,,,0.32,7,7,0.32,Medium
Public Method,org.jfree.chart.entity.PieSectionEntity.getDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.entity.PieSectionEntity.getPieIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.entity.PieSectionEntity.getSectionIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.entity.PieSectionEntity.getSectionKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.entity.PieSectionEntity.hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0.0,6.0,2.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,1.0,1.0,,,,0.0,,,0.83,1,1,0.83,Low
Public Method,org.jfree.chart.entity.PieSectionEntity.setDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.entity.PieSectionEntity.setPieIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.entity.PieSectionEntity.setSectionIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.entity.PieSectionEntity.setSectionKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
