Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential
Public Class,org.jfree.chart.axis.MarkerAxisBand,24.0,1.0,16.0,7.0,3.0,2.0,,,,,2.0,21.0,21.0,0.0,,0.0,1.0,,,,7.0,7.0,7.0,7.0,0.0,1.0,0.0,6.0,,208.0,23.0,122.0,45.0,83.0,63.0,,58.0,77.0,33.0,58.0,,,9.0,9.0,1.0,1.0,43.0,39.0,0.52,18,15
Public Class,org.jfree.chart.axis.ModuloAxis,20.0,0.0,12.0,8.0,2.0,1.0,,,,,1.0,5.0,5.0,0.0,,0.0,0.0,,,,17.0,3.0,17.0,196.0,0.0,6.0,1.0,10.0,,382.0,27.0,207.0,46.0,127.0,152.0,,76.0,117.0,39.0,84.0,,,6.0,6.0,4.0,2.0,39.0,24.0,0.73,40,22
Public Class,org.jfree.chart.axis.MonthDateFormat,21.0,0.0,12.0,9.0,2.0,2.0,,,,,1.0,16.0,16.0,0.0,,1.0,0.0,,,,10.0,3.0,11.0,11.0,0.0,0.0,0.0,11.0,,253.0,18.0,133.0,24.0,92.0,102.0,,83.0,105.0,22.0,88.0,,,7.0,7.0,2.0,2.0,73.0,64.0,0.77,21,17
Public Class,org.jfree.chart.axis.NumberAxis,31.0,2.0,20.0,10.0,3.0,1.0,,,,,3.0,34.0,34.0,5.0,,4.0,5.0,,,,34.0,6.0,38.0,179.0,0.0,0.0,11.0,27.0,,1293.0,130.0,765.0,194.0,571.0,400.0,,471.0,583.0,173.0,501.0,,,17.0,8.0,3.0,5.0,89.0,75.0,0.52,111,45
Public Class,org.jfree.chart.axis.NumberAxis3D,27.0,3.0,15.0,10.0,3.0,1.0,,,,,2.0,12.0,12.0,0.0,,0.0,1.0,,,,3.0,0.0,3.0,182.0,0.0,0.0,0.0,3.0,,95.0,13.0,48.0,23.0,33.0,34.0,,25.0,34.0,19.0,25.0,,,6.0,1.0,4.0,2.0,0.0,0.0,0.71,8,3
Public Class,org.jfree.chart.axis.NumberTick,16.0,1.0,5.0,9.0,1.0,1.0,,,,,1.0,5.0,5.0,1.0,,0.0,0.0,,,,3.0,1.0,3.0,16.0,0.0,0.0,0.0,3.0,,59.0,9.0,18.0,9.0,5.0,32.0,,6.0,10.0,5.0,5.0,,,1.0,1.0,3.0,0.0,0.0,0.0,1.78,3,3
Public Class,org.jfree.chart.axis.NumberTickUnit,13.0,0.0,7.0,7.0,2.0,2.0,,,,,2.0,3.0,3.0,0.0,,0.0,1.0,,,,7.0,1.0,7.0,15.0,0.0,0.0,0.0,7.0,,111.0,10.0,50.0,13.0,26.0,51.0,,20.0,34.0,12.0,23.0,,,5.0,5.0,2.0,1.0,29.0,0.0,1.02,14,11
Public Class,org.jfree.chart.axis.PeriodAxis,21.0,0.0,13.0,8.0,3.0,1.0,,,,,4.0,49.0,49.0,0.0,,0.0,1.0,,,,47.0,14.0,47.0,188.0,0.0,3.0,5.0,39.0,,1131.0,84.0,642.0,182.0,425.0,407.0,,297.0,426.0,147.0,339.0,,,19.0,14.0,3.0,4.0,86.0,78.0,0.63,128,60
Public Class,org.jfree.chart.axis.PeriodAxisLabelInfo,15.0,0.0,9.0,7.0,2.0,2.0,,,,,3.0,21.0,21.0,0.0,,0.0,6.0,,,,16.0,8.0,16.0,16.0,0.0,2.0,0.0,14.0,,318.0,32.0,153.0,43.0,85.0,133.0,,67.0,102.0,35.0,71.0,,,11.0,11.0,1.0,2.0,74.0,68.0,0.87,34,26
Public Class,org.jfree.chart.axis.QuarterDateFormat,16.0,0.0,8.0,7.0,2.0,2.0,,,,,3.0,11.0,11.0,0.0,,0.0,4.0,,,,7.0,2.0,7.0,7.0,0.0,0.0,0.0,7.0,,149.0,16.0,68.0,24.0,41.0,65.0,,32.0,46.0,18.0,30.0,,,5.0,5.0,2.0,1.0,57.0,14.0,0.96,13,11
Public Class,org.jfree.chart.axis.SegmentedTimeline,19.0,1.0,9.0,9.0,2.0,1.0,,,,,4.0,16.0,16.0,0.0,,3.0,8.0,,,,42.0,13.0,45.0,45.0,0.0,3.0,0.0,42.0,,1687.0,164.0,640.0,189.0,369.0,884.0,,269.0,401.0,178.0,268.0,,,6.0,3.0,1.0,4.0,93.0,84.0,1.38,84,49
Protected Class,org.jfree.chart.axis.SegmentedTimeline.BaseTimelineSegmentRange,10.0,0.0,4.0,6.0,1.0,1.0,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,36.0,0.0,0.0,0.0,1.0,,17.0,2.0,6.0,3.0,1.0,9.0,,1.0,3.0,2.0,1.0,,,1.0,1.0,3.0,0.0,0.0,0.0,1.5,1,1
Public Class,org.jfree.chart.axis.SegmentedTimeline.Segment,12.0,0.0,5.0,7.0,1.0,1.0,,,,,4.0,3.0,3.0,1.0,,0.0,0.0,,,,29.0,4.0,29.0,29.0,0.0,1.0,2.0,26.0,,388.0,34.0,152.0,40.0,74.0,202.0,,54.0,92.0,39.0,53.0,,,3.0,3.0,1.0,1.0,69.0,55.0,1.33,37,31
Protected Class,org.jfree.chart.axis.SegmentedTimeline.SegmentRange,17.0,1.0,8.0,8.0,2.0,2.0,,,,,1.0,2.0,2.0,1.0,,0.0,0.0,,,,6.0,1.0,6.0,35.0,0.0,0.0,0.0,6.0,,119.0,11.0,50.0,12.0,29.0,58.0,,22.0,34.0,14.0,26.0,,,3.0,3.0,2.0,2.0,67.0,50.0,1.16,11,10
Public Class,org.jfree.chart.axis.StandardTickUnitSource,11.0,0.0,5.0,6.0,1.0,1.0,,,,,3.0,3.0,3.0,0.0,,0.0,1.0,,,,6.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,,84.0,8.0,31.0,13.0,16.0,45.0,,13.0,21.0,13.0,14.0,,,2.0,1.0,1.0,1.0,0.0,0.0,1.45,7,6
Public Class,org.jfree.chart.axis.SubCategoryAxis,26.0,1.0,16.0,9.0,3.0,1.0,,,,,3.0,29.0,29.0,0.0,,0.0,1.0,,,,13.0,3.0,13.0,132.0,0.0,3.0,1.0,9.0,,376.0,31.0,221.0,62.0,147.0,125.0,,107.0,150.0,49.0,115.0,,,14.0,6.0,3.0,3.0,59.0,46.0,0.57,42,18
Public Class,org.jfree.chart.axis.SymbolAxis,31.0,2.0,20.0,10.0,3.0,1.0,,,,,2.0,37.0,37.0,0.0,,0.0,3.0,,,,21.0,4.0,21.0,200.0,0.0,2.0,7.0,12.0,,711.0,65.0,426.0,131.0,267.0,224.0,,196.0,268.0,97.0,204.0,,,11.0,7.0,4.0,4.0,69.0,61.0,0.53,73,27
Public Abstract Class,org.jfree.chart.axis.Tick,13.0,0.0,7.0,6.0,2.0,2.0,,,,,3.0,5.0,5.0,2.0,,0.0,1.0,,,,8.0,4.0,8.0,8.0,0.0,0.0,0.0,8.0,,133.0,13.0,63.0,17.0,32.0,57.0,,26.0,43.0,16.0,28.0,,,7.0,7.0,1.0,2.0,59.0,59.0,0.9,16,14
Public Final Class,org.jfree.chart.axis.TickType,14.0,0.0,7.0,6.0,2.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,2.0,,,,4.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,,76.0,9.0,34.0,10.0,18.0,33.0,,14.0,24.0,10.0,16.0,,,4.0,4.0,1.0,1.0,25.0,0.0,0.97,9,7
Public Abstract Class,org.jfree.chart.axis.TickUnit,14.0,0.0,7.0,7.0,2.0,2.0,,,,,3.0,1.0,1.0,2.0,,0.0,1.0,,,,8.0,2.0,8.0,8.0,0.0,0.0,0.0,8.0,,147.0,14.0,59.0,16.0,30.0,74.0,,22.0,38.0,15.0,24.0,,,5.0,5.0,1.0,2.0,44.0,44.0,1.25,16,15
Public Interface,org.jfree.chart.axis.TickUnitSource,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,2.0,,0.0,0.0,,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,32.0,4.0,5.0,4.0,0.0,23.0,,3.0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0,0
Public Class,org.jfree.chart.axis.TickUnits,14.0,1.0,6.0,7.0,2.0,1.0,,,,,4.0,8.0,8.0,0.0,,0.0,1.0,,,,9.0,1.0,9.0,9.0,0.0,0.0,0.0,9.0,,147.0,17.0,61.0,16.0,33.0,69.0,,24.0,39.0,16.0,26.0,,,3.0,3.0,1.0,1.0,11.0,0.0,1.13,14,11
Public Interface,org.jfree.chart.axis.Timeline,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,2.0,,0.0,0.0,,,,7.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,,82.0,8.0,9.0,8.0,0.0,65.0,,7.0,8.0,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.22,0,0
Public Abstract Class,org.jfree.chart.axis.ValueAxis,20.0,1.0,10.0,9.0,2.0,1.0,,,,,4.0,34.0,34.0,4.0,,0.0,9.0,,,,72.0,19.0,72.0,141.0,0.0,2.0,10.0,60.0,,1609.0,151.0,729.0,205.0,447.0,729.0,,333.0,492.0,172.0,371.0,,,17.0,17.0,2.0,3.0,93.0,89.0,1.0,160,85
Public Abstract Class,org.jfree.chart.axis.ValueTick,16.0,1.0,7.0,8.0,2.0,2.0,,,,,1.0,3.0,3.0,2.0,,0.0,0.0,,,,5.0,2.0,5.0,13.0,0.0,0.0,0.0,5.0,,101.0,11.0,39.0,13.0,17.0,51.0,,15.0,25.0,9.0,16.0,,,5.0,5.0,2.0,1.0,30.0,20.0,1.31,9,9
Public Class,org.jfree.chart.block.AbstractBlock,14.0,0.0,6.0,7.0,2.0,1.0,,,,,3.0,20.0,20.0,6.0,,0.0,1.0,,,,36.0,7.0,36.0,36.0,0.0,4.0,10.0,22.0,,564.0,45.0,234.0,68.0,128.0,285.0,,108.0,167.0,65.0,114.0,,,10.0,10.0,1.0,1.0,79.0,73.0,1.22,58,45
Public Interface,org.jfree.chart.block.Arrangement,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5.0,5.0,5.0,,0.0,0.0,,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,33.0,4.0,7.0,6.0,0.0,22.0,,3.0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0,0
Public Interface,org.jfree.chart.block.Block,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,5.0,5.0,6.0,,0.0,0.0,,,,7.0,0.0,7.0,8.0,0.0,0.0,0.0,7.0,,65.0,8.0,9.0,8.0,0.0,48.0,,7.0,8.0,8.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.33,0,0
Public Class,org.jfree.chart.block.BlockBorder,14.0,0.0,7.0,6.0,2.0,1.0,,,,,3.0,13.0,13.0,0.0,,0.0,2.0,,,,11.0,2.0,11.0,11.0,0.0,2.0,0.0,9.0,,183.0,16.0,89.0,29.0,51.0,78.0,,42.0,64.0,26.0,48.0,,,5.0,5.0,1.0,1.0,55.0,18.0,0.88,21,15
Public Class,org.jfree.chart.block.BlockContainer,13.0,0.0,7.0,6.0,2.0,1.0,,,,,5.0,18.0,18.0,1.0,,0.0,1.0,,,,14.0,2.0,14.0,50.0,0.0,0.0,0.0,14.0,,219.0,18.0,108.0,33.0,62.0,93.0,,49.0,77.0,31.0,54.0,,,7.0,6.0,2.0,3.0,50.0,32.0,0.86,27,19
Public Interface,org.jfree.chart.block.BlockFrame,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,3.0,3.0,2.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,18.0,3.0,4.0,3.0,0.0,11.0,,2.0,3.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0,0
Public Class,org.jfree.chart.block.BlockParams,9.0,0.0,3.0,5.0,1.0,1.0,,,,,2.0,0.0,0.0,0.0,,0.0,0.0,,,,7.0,3.0,7.0,7.0,0.0,0.0,0.0,7.0,,95.0,11.0,28.0,11.0,9.0,56.0,,12.0,20.0,11.0,9.0,,,1.0,1.0,1.0,0.0,57.0,57.0,2.0,7,7
Public Class,org.jfree.chart.block.BlockResult,7.0,0.0,3.0,4.0,1.0,1.0,,,,,2.0,1.0,1.0,0.0,,0.0,0.0,,,,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,,35.0,5.0,12.0,5.0,3.0,18.0,,4.0,8.0,5.0,3.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.5,3,3
Public Class,org.jfree.chart.block.BorderArrangement,44.0,1.0,35.0,8.0,7.0,2.0,,,,,3.0,12.0,12.0,0.0,,0.0,1.0,,,,10.0,5.0,10.0,10.0,0.0,0.0,5.0,5.0,,476.0,25.0,361.0,101.0,264.0,90.0,,163.0,234.0,78.0,205.0,,,13.0,8.0,1.0,2.0,30.0,10.0,0.25,70,17
Public Class,org.jfree.chart.block.CenterArrangement,20.0,1.0,10.0,9.0,2.0,2.0,,,,,3.0,12.0,12.0,0.0,,0.0,1.0,,,,13.0,0.0,13.0,13.0,0.0,0.0,8.0,5.0,,278.0,22.0,131.0,46.0,73.0,126.0,,46.0,78.0,33.0,63.0,,,13.0,9.0,1.0,2.0,0.0,0.0,0.96,31,23
Public Class,org.jfree.chart.block.ColorBlock,14.0,0.0,6.0,8.0,2.0,1.0,,,,,2.0,12.0,12.0,0.0,,0.0,1.0,,,,8.0,1.0,8.0,44.0,0.0,2.0,0.0,6.0,,129.0,11.0,53.0,13.0,29.0,65.0,,25.0,38.0,12.0,26.0,,,4.0,4.0,2.0,1.0,25.0,13.0,1.23,12,11
Public Class,org.jfree.chart.block.ColumnArrangement,27.0,1.0,17.0,10.0,4.0,2.0,,,,,3.0,13.0,13.0,0.0,,0.0,1.0,,,,11.0,4.0,11.0,11.0,0.0,0.0,5.0,6.0,,335.0,25.0,197.0,48.0,127.0,115.0,,82.0,125.0,42.0,98.0,,,13.0,10.0,1.0,4.0,73.0,50.0,0.58,42,26
Public Class,org.jfree.chart.block.EmptyBlock,12.0,0.0,4.0,8.0,1.0,1.0,,,,,5.0,5.0,5.0,0.0,,0.0,1.0,,,,5.0,0.0,5.0,41.0,0.0,0.0,0.0,5.0,,74.0,7.0,24.0,10.0,11.0,43.0,,10.0,16.0,8.0,9.0,,,1.0,1.0,2.0,0.0,0.0,0.0,1.79,5,5
Public Interface,org.jfree.chart.block.EntityBlockParams,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,11.0,2.0,3.0,2.0,0.0,6.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
Public Interface,org.jfree.chart.block.EntityBlockResult,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,10.0,2.0,3.0,2.0,0.0,5.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0,0
Public Class,org.jfree.chart.block.FlowArrangement,26.0,1.0,15.0,10.0,3.0,2.0,,,,,3.0,13.0,13.0,0.0,,0.0,1.0,,,,14.0,4.0,14.0,14.0,0.0,0.0,8.0,6.0,,393.0,28.0,223.0,59.0,142.0,143.0,,91.0,138.0,49.0,108.0,,,13.0,12.0,1.0,4.0,79.0,39.0,0.64,46,31
Public Class,org.jfree.chart.block.GridArrangement,26.0,1.0,16.0,9.0,4.0,3.0,,,,,3.0,11.0,11.0,0.0,,0.0,1.0,,,,14.0,2.0,14.0,14.0,0.0,0.0,9.0,5.0,,397.0,31.0,235.0,90.0,150.0,131.0,,113.0,165.0,81.0,131.0,,,13.0,13.0,1.0,3.0,57.0,14.0,0.56,51,42
Public Class,org.jfree.chart.block.LabelBlock,14.0,0.0,7.0,7.0,2.0,1.0,,,,,3.0,27.0,27.0,0.0,,0.0,2.0,,,,22.0,8.0,22.0,58.0,0.0,2.0,0.0,20.0,,374.0,34.0,158.0,44.0,87.0,182.0,,76.0,114.0,41.0,76.0,,,9.0,9.0,2.0,2.0,75.0,62.0,1.15,37,30
Public Final Class,org.jfree.chart.block.LengthConstraintType,13.0,0.0,7.0,6.0,2.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,4.0,,,,5.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,,93.0,11.0,44.0,15.0,22.0,38.0,,17.0,29.0,12.0,20.0,,,4.0,4.0,1.0,1.0,20.0,0.0,0.86,11,11
Public Class,org.jfree.chart.block.LineBorder,16.0,0.0,10.0,6.0,2.0,2.0,,,,,3.0,17.0,17.0,0.0,,0.0,1.0,,,,9.0,3.0,9.0,9.0,0.0,2.0,0.0,7.0,,175.0,13.0,99.0,29.0,62.0,63.0,,51.0,74.0,28.0,55.0,,,6.0,6.0,1.0,1.0,48.0,30.0,0.64,22,14
Public Class,org.jfree.chart.block.RectangleConstraint,14.0,0.0,7.0,7.0,2.0,1.0,,,,,1.0,5.0,5.0,0.0,,0.0,1.0,,,,19.0,6.0,19.0,19.0,0.0,0.0,0.0,19.0,,316.0,27.0,153.0,32.0,84.0,136.0,,50.0,88.0,28.0,62.0,,,13.0,1.0,1.0,2.0,60.0,29.0,0.89,37,19
Public Class,org.jfree.chart.demo.BarChartDemo1,29.0,4.0,17.0,9.0,1.0,1.0,,,,,1.0,16.0,16.0,0.0,,3.0,0.0,,,,1.0,0.0,4.0,12.0,0.0,2.0,0.0,2.0,,127.0,21.0,68.0,30.0,58.0,38.0,,52.0,57.0,26.0,44.0,,,1.0,1.0,3.0,0.0,0.0,0.0,0.56,4,4
Public Class,org.jfree.chart.demo.PieChartDemo1,14.0,1.0,7.0,7.0,1.0,1.0,,,,,1.0,11.0,11.0,0.0,,4.0,0.0,,,,1.0,0.0,5.0,13.0,0.0,2.0,0.0,3.0,,84.0,10.0,36.0,13.0,24.0,38.0,,23.0,29.0,12.0,23.0,,,1.0,1.0,3.0,0.0,0.0,0.0,1.06,5,5
Public Class,org.jfree.chart.demo.TimeSeriesChartDemo1,27.0,3.0,17.0,7.0,1.0,1.0,,,,,1.0,19.0,19.0,0.0,,4.0,0.0,,,,1.0,0.0,5.0,13.0,0.0,2.0,0.0,3.0,,150.0,21.0,89.0,20.0,76.0,40.0,,72.0,79.0,18.0,72.0,,,2.0,1.0,3.0,1.0,0.0,0.0,0.45,6,5
Public Interface,org.jfree.chart.editor.ChartEditor,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,2.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,10.0,2.0,3.0,2.0,0.0,5.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0,0
Public Interface,org.jfree.chart.editor.ChartEditorFactory,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,2.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,12.0,2.0,3.0,2.0,0.0,7.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0,0
Public Class,org.jfree.chart.editor.ChartEditorManager,9.0,0.0,4.0,5.0,1.0,1.0,,,,,1.0,5.0,5.0,0.0,,3.0,1.0,,,,1.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,,50.0,5.0,17.0,6.0,6.0,28.0,,5.0,11.0,6.0,6.0,,,2.0,1.0,1.0,1.0,25.0,25.0,1.65,5,4
Class,org.jfree.chart.editor.DefaultAxisEditor,19.0,2.0,10.0,7.0,2.0,1.0,,,,,2.0,24.0,24.0,1.0,,1.0,1.0,,,,16.0,14.0,17.0,17.0,0.0,2.0,0.0,15.0,,448.0,65.0,197.0,47.0,135.0,186.0,,110.0,136.0,44.0,103.0,,,4.0,3.0,2.0,2.0,87.0,75.0,0.94,27,19
Class,org.jfree.chart.editor.DefaultChartEditor,21.0,2.0,14.0,5.0,1.0,1.0,,,,,3.0,21.0,21.0,0.0,,0.0,1.0,,,,8.0,4.0,8.0,8.0,0.0,1.0,0.0,7.0,,203.0,31.0,118.0,29.0,92.0,54.0,,80.0,91.0,25.0,77.0,,,2.0,1.0,2.0,1.0,68.0,57.0,0.46,10,8
Public Class,org.jfree.chart.editor.DefaultChartEditorFactory,8.0,0.0,3.0,5.0,1.0,1.0,,,,,2.0,3.0,3.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,23.0,3.0,7.0,3.0,1.0,13.0,,1.0,4.0,3.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.86,2,2
Class,org.jfree.chart.editor.DefaultNumberAxisEditor,17.0,1.0,12.0,4.0,2.0,1.0,,,,,2.0,23.0,23.0,0.0,,0.0,1.0,,,,13.0,9.0,13.0,30.0,0.0,2.0,0.0,11.0,,282.0,38.0,168.0,38.0,107.0,76.0,,87.0,116.0,33.0,89.0,,,6.0,1.0,3.0,2.0,73.0,64.0,0.45,28,13
Class,org.jfree.chart.editor.DefaultPlotEditor,28.0,2.0,20.0,6.0,4.0,1.0,,,,,2.0,33.0,33.0,0.0,,0.0,4.0,,,,15.0,13.0,15.0,15.0,0.0,6.0,0.0,9.0,,530.0,61.0,324.0,76.0,228.0,145.0,,165.0,228.0,69.0,177.0,,,22.0,1.0,2.0,3.0,82.0,75.0,0.45,63,15
Class,org.jfree.chart.editor.DefaultTitleEditor,19.0,1.0,12.0,5.0,2.0,1.0,,,,,2.0,22.0,22.0,0.0,,0.0,1.0,,,,10.0,8.0,10.0,10.0,0.0,2.0,0.0,8.0,,232.0,34.0,136.0,40.0,96.0,62.0,,76.0,94.0,34.0,73.0,,,4.0,1.0,2.0,2.0,73.0,57.0,0.46,19,10
Public Class,org.jfree.chart.encoders.EncoderUtil,16.0,0.0,6.0,10.0,1.0,1.0,,,,,1.0,6.0,6.0,0.0,,8.0,0.0,,,,0.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,,144.0,9.0,50.0,33.0,16.0,85.0,,16.0,25.0,17.0,16.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.7,8,8
Public Interface,org.jfree.chart.encoders.ImageEncoder,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,3.0,3.0,2.0,,0.0,0.0,,,,6.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,,56.0,8.0,9.0,8.0,0.0,39.0,,6.0,7.0,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0
Public Class,org.jfree.chart.encoders.ImageEncoderFactory,16.0,0.0,9.0,7.0,2.0,1.0,,,,,1.0,7.0,7.0,0.0,,6.0,1.0,,,,0.0,0.0,6.0,6.0,0.0,1.0,0.0,5.0,,116.0,8.0,60.0,18.0,36.0,48.0,,27.0,37.0,14.0,28.0,,,3.0,1.0,1.0,1.0,50.0,0.0,0.8,9,6
Public Interface,org.jfree.chart.encoders.ImageFormat,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,0.0,,0.0,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,4.0,5.0,4.0,3.0,6.0,,3.0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0,0
Public Class,org.jfree.chart.encoders.SunJPEGEncoderAdapter,14.0,0.0,6.0,8.0,1.0,1.0,,,,,2.0,11.0,11.0,0.0,,0.0,0.0,,,,7.0,1.0,7.0,7.0,0.0,0.0,0.0,7.0,,117.0,9.0,45.0,15.0,25.0,63.0,,21.0,32.0,14.0,23.0,,,3.0,1.0,1.0,1.0,57.0,57.0,1.4,10,7
Public Class,org.jfree.chart.encoders.SunPNGEncoderAdapter,11.0,0.0,4.0,7.0,1.0,1.0,,,,,2.0,7.0,7.0,0.0,,0.0,0.0,,,,6.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,,80.0,7.0,27.0,9.0,10.0,46.0,,8.0,17.0,8.0,10.0,,,3.0,1.0,1.0,1.0,0.0,0.0,1.7,8,6
Public Class,org.jfree.chart.entity.AxisEntity,13.0,0.0,6.0,7.0,2.0,2.0,,,,,1.0,13.0,13.0,0.0,,0.0,1.0,,,,10.0,1.0,10.0,30.0,0.0,2.0,0.0,8.0,,157.0,13.0,66.0,18.0,35.0,78.0,,29.0,47.0,16.0,32.0,,,7.0,7.0,2.0,1.0,70.0,50.0,1.18,17,16
Public Class,org.jfree.chart.entity.AxisLabelEntity,12.0,0.0,6.0,6.0,1.0,1.0,,,,,1.0,5.0,5.0,0.0,,0.0,0.0,,,,3.0,1.0,3.0,23.0,0.0,0.0,0.0,3.0,,51.0,6.0,20.0,7.0,9.0,25.0,,9.0,14.0,6.0,9.0,,,2.0,1.0,2.0,1.0,0.0,0.0,1.25,4,3
Public Class,org.jfree.chart.entity.CategoryItemEntity,15.0,0.0,6.0,9.0,2.0,2.0,,,,,3.0,6.0,6.0,0.0,,0.0,1.0,,,,9.0,3.0,9.0,29.0,0.0,0.0,0.0,9.0,,167.0,14.0,61.0,17.0,29.0,92.0,,24.0,41.0,15.0,26.0,,,6.0,6.0,2.0,1.0,44.0,44.0,1.51,16,14
Public Class,org.jfree.chart.entity.CategoryLabelEntity,13.0,0.0,7.0,6.0,2.0,2.0,,,,,1.0,6.0,6.0,0.0,,0.0,0.0,,,,5.0,1.0,5.0,26.0,0.0,0.0,0.0,5.0,,80.0,6.0,37.0,11.0,20.0,37.0,,18.0,27.0,10.0,19.0,,,4.0,4.0,3.0,1.0,0.0,0.0,1.0,8,8
Public Class,org.jfree.chart.entity.ChartEntity,16.0,0.0,8.0,7.0,2.0,1.0,,,,,4.0,16.0,16.0,11.0,,0.0,1.0,,,,20.0,3.0,20.0,20.0,0.0,4.0,0.0,16.0,,349.0,26.0,170.0,44.0,99.0,153.0,,74.0,114.0,39.0,85.0,,,7.0,6.0,1.0,2.0,65.0,53.0,0.9,41,25
Public Interface,org.jfree.chart.entity.EntityCollection,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,3.0,3.0,1.0,,0.0,0.0,,,,8.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,,62.0,9.0,10.0,9.0,0.0,43.0,,8.0,9.0,9.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0,0
Public Class,org.jfree.chart.entity.JFreeChartEntity,13.0,0.0,6.0,7.0,2.0,2.0,,,,,1.0,13.0,13.0,0.0,,0.0,1.0,,,,10.0,1.0,10.0,30.0,0.0,2.0,0.0,8.0,,159.0,14.0,67.0,18.0,35.0,78.0,,29.0,47.0,16.0,32.0,,,7.0,7.0,2.0,1.0,70.0,50.0,1.16,17,16
