Kind,Name,PercentLackOfCohesionModified,PercentLackOfCohesion
Public Class,"org.apache.commons.collections.functors.InstantiateFactory",5,45
Public Class,"org.apache.commons.collections.functors.InstantiateTransformer",0,25
Public Class,"org.apache.commons.collections.functors.InvokerTransformer",0,40
Public Final Class,"org.apache.commons.collections.functors.MapTransformer",0,25
Public Class,"org.apache.commons.collections.functors.NOPClosure",0,0
Public Class,"org.apache.commons.collections.functors.NOPTransformer",0,0
Public Final Class,"org.apache.commons.collections.functors.NonePredicate",0,40
Public Final Class,"org.apache.commons.collections.functors.NotNullPredicate",0,0
Public Final Class,"org.apache.commons.collections.functors.NotPredicate",0,25
Public Final Class,"org.apache.commons.collections.functors.NullIsExceptionPredicate",0,25
Public Final Class,"org.apache.commons.collections.functors.NullIsFalsePredicate",0,25
Public Final Class,"org.apache.commons.collections.functors.NullIsTruePredicate",0,25
Public Final Class,"org.apache.commons.collections.functors.NullPredicate",0,0
Public Final Class,"org.apache.commons.collections.functors.OnePredicate",0,40
Public Final Class,"org.apache.commons.collections.functors.OrPredicate",0,25
Public Interface,"org.apache.commons.collections.functors.PredicateDecorator",0,0
Public Class,"org.apache.commons.collections.functors.PredicateTransformer",0,25
Public Class,"org.apache.commons.collections.functors.PrototypeFactory",0,0
Static Class,"org.apache.commons.collections.functors.PrototypeFactory.PrototypeCloneFactory",0,0
Static Class,"org.apache.commons.collections.functors.PrototypeFactory.PrototypeSerializationFactory",0,0
Public Final Class,"org.apache.commons.collections.functors.StringValueTransformer",0,0
Public Class,"org.apache.commons.collections.functors.SwitchClosure",29,57
Public Class,"org.apache.commons.collections.functors.SwitchTransformer",29,57
Public Final Class,"org.apache.commons.collections.functors.TransformedPredicate",20,40
Public Class,"org.apache.commons.collections.functors.TransformerClosure",0,25
Public Final Class,"org.apache.commons.collections.functors.TransformerPredicate",0,25
Public Final Class,"org.apache.commons.collections.functors.TruePredicate",0,0
Public Final Class,"org.apache.commons.collections.functors.UniquePredicate",67,67
Public Class,"org.apache.commons.collections.functors.WhileClosure",33,50
Abstract Class,"org.apache.commons.collections.iterators.AbstractEmptyIterator",0,0
Public Class,"org.apache.commons.collections.iterators.AbstractIteratorDecorator",0,0
Public Class,"org.apache.commons.collections.iterators.AbstractListIteratorDecorator",0,0
Public Class,"org.apache.commons.collections.iterators.AbstractMapIteratorDecorator",0,0
Public Class,"org.apache.commons.collections.iterators.AbstractOrderedMapIteratorDecorator",0,0
Public Abstract Class,"org.apache.commons.collections.iterators.AbstractTestIterator",0,0
Public Abstract Class,"org.apache.commons.collections.iterators.AbstractTestListIterator",0,0
Public Abstract Class,"org.apache.commons.collections.iterators.AbstractTestMapIterator",0,0
Public Abstract Class,"org.apache.commons.collections.iterators.AbstractTestOrderedMapIterator",0,0
Public Class,"org.apache.commons.collections.iterators.ArrayIterator",43,61
Public Class,"org.apache.commons.collections.iterators.ArrayListIterator",67,67
Public Class,"org.apache.commons.collections.iterators.CollatingIterator",54,77
Public Class,"org.apache.commons.collections.iterators.EmptyIterator",0,0
Public Class,"org.apache.commons.collections.iterators.EmptyListIterator",0,0
Public Class,"org.apache.commons.collections.iterators.EmptyMapIterator",0,0
Public Class,"org.apache.commons.collections.iterators.EmptyOrderedIterator",0,0
Public Class,"org.apache.commons.collections.iterators.EmptyOrderedMapIterator",0,0
Public Class,"org.apache.commons.collections.iterators.EntrySetMapIterator",53,53
Public Class,"org.apache.commons.collections.iterators.EnumerationIterator",33,58
Public Class,"org.apache.commons.collections.iterators.FilterIterator",43,55
Public Class,"org.apache.commons.collections.iterators.FilterListIterator",65,78
Public Class,"org.apache.commons.collections.iterators.IteratorChain",55,79
Public Class,"org.apache.commons.collections.iterators.IteratorEnumeration",17,17
Public Class,"org.apache.commons.collections.iterators.ListIteratorWrapper",68,68
Public Class,"org.apache.commons.collections.iterators.LoopingIterator",25,33
Public Class,"org.apache.commons.collections.iterators.LoopingListIterator",25,29
Public Class,"org.apache.commons.collections.iterators.ObjectArrayIterator",46,65
Public Class,"org.apache.commons.collections.iterators.ObjectArrayListIterator",67,67
Public Class,"org.apache.commons.collections.iterators.ObjectGraphIterator",38,63
Public Class,"org.apache.commons.collections.iterators.ProxyIterator",14,57
Public Class,"org.apache.commons.collections.iterators.ProxyListIterator",8,77
Public Class,"org.apache.commons.collections.iterators.ReverseListIterator",45,45
Public Class,"org.apache.commons.collections.iterators.SingletonIterator",42,50
Public Class,"org.apache.commons.collections.iterators.SingletonListIterator",50,50
Public Class,"org.apache.commons.collections.iterators.TestAll",0,0
Public Class,"org.apache.commons.collections.iterators.TestArrayIterator",63,75
Public Class,"org.apache.commons.collections.iterators.TestArrayIterator2",67,67
Public Class,"org.apache.commons.collections.iterators.TestArrayListIterator",0,0
Public Class,"org.apache.commons.collections.iterators.TestArrayListIterator2",0,0
Public Class,"org.apache.commons.collections.iterators.TestCollatingIterator",44,44
Public Class,"org.apache.commons.collections.iterators.TestFilterIterator",56,73
Anonymous Class,"org.apache.commons.collections.iterators.TestFilterIterator.makeBlockAllFilter.(Anon_3)",0,0
Anonymous Class,"org.apache.commons.collections.iterators.TestFilterIterator.makePassThroughFilter.(Anon_2)",0,0
Anonymous Class,"org.apache.commons.collections.iterators.TestFilterIterator.verifyElementsInPredicate.(Anon_1)",0,0
Public Class,"org.apache.commons.collections.iterators.TestFilterListIterator",75,78
Anonymous Class,"org.apache.commons.collections.iterators.TestFilterListIterator.setUp.(Anon_1)",0,0
Anonymous Class,"org.apache.commons.collections.iterators.TestFilterListIterator.setUp.(Anon_2)",0,0
Anonymous Class,"org.apache.commons.collections.iterators.TestFilterListIterator.setUp.(Anon_3)",0,0
Anonymous Class,"org.apache.commons.collections.iterators.TestFilterListIterator.setUp.(Anon_4)",0,0
Anonymous Class,"org.apache.commons.collections.iterators.TestFilterListIterator.setUp.(Anon_5)",0,0
Anonymous Class,"org.apache.commons.collections.iterators.TestFilterListIterator.setUp.(Anon_6)",0,0
Public Class,"org.apache.commons.collections.iterators.TestIteratorChain",65,73
Anonymous Class,"org.apache.commons.collections.iterators.TestIteratorChain.testRemoveFromFilteredIterator.(Anon_1)",0,0
Public Class,"org.apache.commons.collections.iterators.TestListIteratorWrapper",56,75
Public Class,"org.apache.commons.collections.iterators.TestLoopingIterator",0,0
Public Class,"org.apache.commons.collections.iterators.TestLoopingListIterator",0,0
Public Class,"org.apache.commons.collections.iterators.TestObjectArrayIterator",77,77
Public Class,"org.apache.commons.collections.iterators.TestObjectArrayListIterator",0,0
Public Class,"org.apache.commons.collections.iterators.TestObjectArrayListIterator2",86,86
Public Class,"org.apache.commons.collections.iterators.TestObjectGraphIterator",72,72
Static Class,"org.apache.commons.collections.iterators.TestObjectGraphIterator.Branch",0,0
Static Class,"org.apache.commons.collections.iterators.TestObjectGraphIterator.Forest",0,0
Static Class,"org.apache.commons.collections.iterators.TestObjectGraphIterator.Leaf",0,0
Static Class,"org.apache.commons.collections.iterators.TestObjectGraphIterator.LeafFinder",0,0
Static Class,"org.apache.commons.collections.iterators.TestObjectGraphIterator.Tree",0,0
Public Class,"org.apache.commons.collections.iterators.TestReverseListIterator",56,89
Public Class,"org.apache.commons.collections.iterators.TestSingletonIterator",0,0
Public Class,"org.apache.commons.collections.iterators.TestSingletonIterator2",0,0
Public Class,"org.apache.commons.collections.iterators.TestSingletonListIterator",0,0
Public Class,"org.apache.commons.collections.iterators.TestUniqueFilterIterator",67,75
Public Class,"org.apache.commons.collections.iterators.TestUnmodifiableIterator",86,86
Public Class,"org.apache.commons.collections.iterators.TestUnmodifiableListIterator",89,89
Public Class,"org.apache.commons.collections.iterators.TestUnmodifiableMapIterator",0,0
Public Class,"org.apache.commons.collections.iterators.TestUnmodifiableOrderedMapIterator",0,0
Public Class,"org.apache.commons.collections.iterators.TransformIterator",45,50
Public Class,"org.apache.commons.collections.iterators.UniqueFilterIterator",0,0
Public Final Class,"org.apache.commons.collections.iterators.UnmodifiableIterator",20,40
Public Final Class,"org.apache.commons.collections.iterators.UnmodifiableListIterator",27,36
Public Final Class,"org.apache.commons.collections.iterators.UnmodifiableMapIterator",25,38
Public Final Class,"org.apache.commons.collections.iterators.UnmodifiableOrderedMapIterator",20,30
Public Abstract Class,"org.apache.commons.collections.keyvalue.AbstractKeyValue",25,50
Public Abstract Class,"org.apache.commons.collections.keyvalue.AbstractMapEntry",0,0
Public Abstract Class,"org.apache.commons.collections.keyvalue.AbstractMapEntryDecorator",0,0
Public Abstract Class,"org.apache.commons.collections.keyvalue.AbstractTestMapEntry",63,63
Public Class,"org.apache.commons.collections.keyvalue.DefaultKeyValue",0,0
Public Final Class,"org.apache.commons.collections.keyvalue.DefaultMapEntry",0,0
Public Class,"org.apache.commons.collections.keyvalue.MultiKey",25,67
Public Class,"org.apache.commons.collections.keyvalue.TestAll",0,0
Public Class,"org.apache.commons.collections.keyvalue.TestDefaultKeyValue",55,55
Public Class,"org.apache.commons.collections.keyvalue.TestDefaultMapEntry",0,0
Public Class,"org.apache.commons.collections.keyvalue.TestMultiKey",64,64
Public Class,"org.apache.commons.collections.keyvalue.TestTiedMapEntry",0,0
Public Class,"org.apache.commons.collections.keyvalue.TestUnmodifiableMapEntry",0,0
Public Class,"org.apache.commons.collections.keyvalue.TiedMapEntry",7,43
Public Final Class,"org.apache.commons.collections.keyvalue.UnmodifiableMapEntry",0,0
Public Abstract Class,"org.apache.commons.collections.list.AbstractLinkedList",50,83
Protected Static Class,"org.apache.commons.collections.list.AbstractLinkedList.LinkedListIterator",40,53
Protected Static Class,"org.apache.commons.collections.list.AbstractLinkedList.LinkedSubList",20,43
Protected Static Class,"org.apache.commons.collections.list.AbstractLinkedList.LinkedSubListIterator",17,17
Protected Static Class,"org.apache.commons.collections.list.AbstractLinkedList.Node",56,56
Public Abstract Class,"org.apache.commons.collections.list.AbstractListDecorator",0,0
Public Abstract Class,"org.apache.commons.collections.list.AbstractSerializableListDecorator",0,0
Public Abstract Class,"org.apache.commons.collections.list.AbstractTestList",0,0
Public Static Class,"org.apache.commons.collections.list.AbstractTestList.BulkTestSubList",8,8
Public Class,"org.apache.commons.collections.list.AbstractTestList.TestListIterator",0,0
Anonymous Class,"org.apache.commons.collections.list.AbstractTestList.testListEquals.(Anon_1)",0,0
Public Class,"org.apache.commons.collections.list.CursorableLinkedList",25,70
Public Static Class,"org.apache.commons.collections.list.CursorableLinkedList.Cursor",67,70
Protected Static Class,"org.apache.commons.collections.list.CursorableLinkedList.SubCursor",17,17
Public Class,"org.apache.commons.collections.list.FixedSizeList",0,0
Static Class,"org.apache.commons.collections.list.FixedSizeList.FixedSizeListIterator",0,0
Public Class,"org.apache.commons.collections.list.GrowthList",0,0
Public Class,"org.apache.commons.collections.list.LazyList",0,25
Public Class,"org.apache.commons.collections.list.NodeCachingLinkedList",40,67
Public Class,"org.apache.commons.collections.list.PredicatedList",0,0
Protected Class,"org.apache.commons.collections.list.PredicatedList.PredicatedListIterator",0,0
Public Class,"org.apache.commons.collections.list.SetUniqueList",11,21
Static Class,"org.apache.commons.collections.list.SetUniqueList.SetListIterator",33,33
Static Class,"org.apache.commons.collections.list.SetUniqueList.SetListListIterator",50,50
Public Class,"org.apache.commons.collections.list.SynchronizedList",0,0
Public Abstract Class,"org.apache.commons.collections.list.TestAbstractLinkedList",0,0
Public Class,"org.apache.commons.collections.list.TestAll",0,0
Public Class,"org.apache.commons.collections.list.TestCursorableLinkedList",9,9
Public Class,"org.apache.commons.collections.list.TestFixedSizeList",0,0
Public Class,"org.apache.commons.collections.list.TestGrowthList",0,0
Public Class,"org.apache.commons.collections.list.TestNodeCachingLinkedList",0,0
Public Class,"org.apache.commons.collections.list.TestPredicatedList",75,92
Anonymous Class,"org.apache.commons.collections.list.TestPredicatedList.(Anon_1)",0,0
Public Class,"org.apache.commons.collections.list.TestSetUniqueList",86,91
Public Class,"org.apache.commons.collections.list.TestSynchronizedList",0,0
Public Class,"org.apache.commons.collections.list.TestTransformedList",0,0
Public Class,"org.apache.commons.collections.list.TestTreeList",0,0
Public Class,"org.apache.commons.collections.list.TestTypedList",0,0
Public Class,"org.apache.commons.collections.list.TestUnmodifiableList",73,81
Public Class,"org.apache.commons.collections.list.TransformedList",0,0
Protected Class,"org.apache.commons.collections.list.TransformedList.TransformedListIterator",0,0
Public Class,"org.apache.commons.collections.list.TreeList",37,63
Static Class,"org.apache.commons.collections.list.TreeList.AVLNode",35,70
Static Class,"org.apache.commons.collections.list.TreeList.TreeListIterator",42,50
Public Class,"org.apache.commons.collections.list.TypedList",0,0
Public Final Class,"org.apache.commons.collections.list.UnmodifiableList",0,0
Public Class,"org.apache.commons.collections.map.AbstractHashedMap",79,87
Protected Static Class,"org.apache.commons.collections.map.AbstractHashedMap.EntrySet",0,0
Protected Static Class,"org.apache.commons.collections.map.AbstractHashedMap.EntrySetIterator",0,0
Protected Static Class,"org.apache.commons.collections.map.AbstractHashedMap.HashEntry",54,75
Protected Static Abstract Class,"org.apache.commons.collections.map.AbstractHashedMap.HashIterator",50,50
Protected Static Class,"org.apache.commons.collections.map.AbstractHashedMap.HashMapIterator",0,0
Protected Static Class,"org.apache.commons.collections.map.AbstractHashedMap.KeySet",0,0
Protected Static Class,"org.apache.commons.collections.map.AbstractHashedMap.KeySetIterator",0,0
Protected Static Class,"org.apache.commons.collections.map.AbstractHashedMap.Values",0,0
Protected Static Class,"org.apache.commons.collections.map.AbstractHashedMap.ValuesIterator",0,0
Abstract Class,"org.apache.commons.collections.map.AbstractInputCheckedMapDecorator",0,0
Static Class,"org.apache.commons.collections.map.AbstractInputCheckedMapDecorator.EntrySet",0,0
Static Class,"org.apache.commons.collections.map.AbstractInputCheckedMapDecorator.EntrySetIterator",0,0
Static Class,"org.apache.commons.collections.map.AbstractInputCheckedMapDecorator.MapEntry",0,0
Public Class,"org.apache.commons.collections.map.AbstractLinkedMap",61,61
Protected Static Class,"org.apache.commons.collections.map.AbstractLinkedMap.EntrySetIterator",0,0
Protected Static Class,"org.apache.commons.collections.map.AbstractLinkedMap.KeySetIterator",0,0
Protected Static Class,"org.apache.commons.collections.map.AbstractLinkedMap.LinkEntry",100,100
Protected Static Abstract Class,"org.apache.commons.collections.map.AbstractLinkedMap.LinkIterator",36,36
Protected Static Class,"org.apache.commons.collections.map.AbstractLinkedMap.LinkMapIterator",0,0
Protected Static Class,"org.apache.commons.collections.map.AbstractLinkedMap.ValuesIterator",0,0
Public Abstract Class,"org.apache.commons.collections.map.AbstractMapDecorator",6,6
Public Abstract Class,"org.apache.commons.collections.map.AbstractOrderedMapDecorator",0,0
Public Abstract Class,"org.apache.commons.collections.map.AbstractReferenceMap",80,89
Protected Static Class,"org.apache.commons.collections.map.AbstractReferenceMap.ReferenceEntry",11,11
Static Class,"org.apache.commons.collections.map.AbstractReferenceMap.ReferenceEntrySet",0,0
Static Class,"org.apache.commons.collections.map.AbstractReferenceMap.ReferenceEntrySetIterator",43,64
Static Class,"org.apache.commons.collections.map.AbstractReferenceMap.ReferenceKeySet",0,0
Static Class,"org.apache.commons.collections.map.AbstractReferenceMap.ReferenceKeySetIterator",0,0
Static Class,"org.apache.commons.collections.map.AbstractReferenceMap.ReferenceMapIterator",0,0
Static Class,"org.apache.commons.collections.map.AbstractReferenceMap.ReferenceValues",0,0
Static Class,"org.apache.commons.collections.map.AbstractReferenceMap.ReferenceValuesIterator",0,0
Static Class,"org.apache.commons.collections.map.AbstractReferenceMap.SoftRef",0,0
Static Class,"org.apache.commons.collections.map.AbstractReferenceMap.WeakRef",0,0
Public Abstract Class,"org.apache.commons.collections.map.AbstractSortedMapDecorator",0,0
Public Abstract Class,"org.apache.commons.collections.map.AbstractTestIterableMap",0,0
Public Class,"org.apache.commons.collections.map.AbstractTestIterableMap.InnerTestMapIterator",0,0
Public Abstract Class,"org.apache.commons.collections.map.AbstractTestMap",51,84
Public Class,"org.apache.commons.collections.map.AbstractTestMap.TestMapEntrySet",0,0
Public Class,"org.apache.commons.collections.map.AbstractTestMap.TestMapKeySet",0,0
Public Class,"org.apache.commons.collections.map.AbstractTestMap.TestMapValues",0,0
Public Abstract Class,"org.apache.commons.collections.map.AbstractTestOrderedMap",0,0
Public Class,"org.apache.commons.collections.map.AbstractTestOrderedMap.InnerTestOrderedMapIterator",0,0
Public Abstract Class,"org.apache.commons.collections.map.AbstractTestSortedMap",0,0
Public Static Class,"org.apache.commons.collections.map.AbstractTestSortedMap.TestHeadMap",20,20
Public Static Class,"org.apache.commons.collections.map.AbstractTestSortedMap.TestSubMap",30,30
Public Static Class,"org.apache.commons.collections.map.AbstractTestSortedMap.TestTailMap",50,50
Public Static Abstract Class,"org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap",81,81
Public Class,"org.apache.commons.collections.map.CaseInsensitiveMap",0,0
Public Class,"org.apache.commons.collections.map.CompositeMap",41,55
Public Interface,"org.apache.commons.collections.map.CompositeMap.MapMutator",0,0
Public Class,"org.apache.commons.collections.map.DefaultedMap",25,63
Public Class,"org.apache.commons.collections.map.FixedSizeMap",0,0
Public Class,"org.apache.commons.collections.map.FixedSizeSortedMap",0,0
Public Class,"org.apache.commons.collections.map.Flat3Map",46,60
Static Class,"org.apache.commons.collections.map.Flat3Map.EntrySet",0,0
Static Class,"org.apache.commons.collections.map.Flat3Map.EntrySetIterator",10,33
Static Class,"org.apache.commons.collections.map.Flat3Map.FlatMapIterator",15,26
Static Class,"org.apache.commons.collections.map.Flat3Map.KeySet",0,0
Static Class,"org.apache.commons.collections.map.Flat3Map.KeySetIterator",0,0
Static Class,"org.apache.commons.collections.map.Flat3Map.Values",0,0
Static Class,"org.apache.commons.collections.map.Flat3Map.ValuesIterator",0,0
Public Class,"org.apache.commons.collections.map.HashedMap",0,0
Public Class,"org.apache.commons.collections.map.IdentityMap",0,0
Protected Static Class,"org.apache.commons.collections.map.IdentityMap.IdentityEntry",0,0
Public Class,"org.apache.commons.collections.map.LRUMap",43,76
Public Class,"org.apache.commons.collections.map.LazyMap",29,57
Public Class,"org.apache.commons.collections.map.LazySortedMap",0,0
Public Class,"org.apache.commons.collections.map.LinkedMap",0,0
Static Class,"org.apache.commons.collections.map.LinkedMap.LinkedMapList",44,44
Public Class,"org.apache.commons.collections.map.ListOrderedMap",29,46
Static Class,"org.apache.commons.collections.map.ListOrderedMap.EntrySetView",42,72
Static Class,"org.apache.commons.collections.map.ListOrderedMap.KeySetView",0,0
Anonymous Class,"org.apache.commons.collections.map.ListOrderedMap.KeySetView.iterator.(Anon_2)",0,0
Static Class,"org.apache.commons.collections.map.ListOrderedMap.ListOrderedIterator",17,17
Static Class,"org.apache.commons.collections.map.ListOrderedMap.ListOrderedMapEntry",0,0
Static Class,"org.apache.commons.collections.map.ListOrderedMap.ListOrderedMapIterator",34,39
Static Class,"org.apache.commons.collections.map.ListOrderedMap.ValuesView",0,0
Anonymous Class,"org.apache.commons.collections.map.ListOrderedMap.ValuesView.iterator.(Anon_1)",0,0
Public Class,"org.apache.commons.collections.map.MultiKeyMap",18,29
Public Class,"org.apache.commons.collections.map.MultiValueMap",72,92
Private Static Class,"org.apache.commons.collections.map.MultiValueMap.ReflectionFactory",0,0
Private Class,"org.apache.commons.collections.map.MultiValueMap.Values",0,0
Private Class,"org.apache.commons.collections.map.MultiValueMap.ValuesIterator",33,33
Public Class,"org.apache.commons.collections.map.PredicatedMap",33,67
Public Class,"org.apache.commons.collections.map.PredicatedSortedMap",0,0
Public Class,"org.apache.commons.collections.map.ReferenceIdentityMap",0,0
Public Class,"org.apache.commons.collections.map.ReferenceMap",0,0
Public Class,"org.apache.commons.collections.map.SingletonMap",53,79
Static Class,"org.apache.commons.collections.map.SingletonMap.SingletonMapIterator",45,52
Static Class,"org.apache.commons.collections.map.SingletonMap.SingletonValues",50,50
Public Final Class,"org.apache.commons.collections.map.StaticBucketMap",24,45
Private Class,"org.apache.commons.collections.map.StaticBucketMap.EntryIterator",25,58
Private Class,"org.apache.commons.collections.map.StaticBucketMap.EntrySet",0,0
Private Class,"org.apache.commons.collections.map.StaticBucketMap.KeyIterator",0,0
Private Class,"org.apache.commons.collections.map.StaticBucketMap.KeySet",0,0
Private Static Final Class,"org.apache.commons.collections.map.StaticBucketMap.Lock",0,0
Private Static Final Class,"org.apache.commons.collections.map.StaticBucketMap.Node",53,53
Private Class,"org.apache.commons.collections.map.StaticBucketMap.ValueIterator",0,0
Private Class,"org.apache.commons.collections.map.StaticBucketMap.Values",0,0
Public Class,"org.apache.commons.collections.map.TestAll",0,0
Public Class,"org.apache.commons.collections.map.TestCaseInsensitiveMap",0,0
Public Class,"org.apache.commons.collections.map.TestCompositeMap",73,73
Anonymous Class,"org.apache.commons.collections.map.TestCompositeMap.makeEmptyMap.(Anon_1)",0,0
Anonymous Class,"org.apache.commons.collections.map.TestCompositeMap.testPut.(Anon_3)",0,0
Anonymous Class,"org.apache.commons.collections.map.TestCompositeMap.testPutAll.(Anon_4)",0,0
Anonymous Class,"org.apache.commons.collections.map.TestCompositeMap.testResolveCollision.(Anon_2)",0,0
Public Class,"org.apache.commons.collections.map.TestDefaultedMap",0,0
Anonymous Class,"org.apache.commons.collections.map.TestDefaultedMap.testMapGet4.(Anon_1)",0,0
Public Class,"org.apache.commons.collections.map.TestFixedSizeMap",0,0
Public Class,"org.apache.commons.collections.map.TestFixedSizeSortedMap",0,0
Public Class,"org.apache.commons.collections.map.TestFlat3Map",0,0
Public Class,"org.apache.commons.collections.map.TestFlat3Map.TestFlatMapIterator",0,0
Public Class,"org.apache.commons.collections.map.TestHashedMap",0,0
Public Class,"org.apache.commons.collections.map.TestIdentityMap",0,0
Public Class,"org.apache.commons.collections.map.TestLRUMap",0,0
Static Class,"org.apache.commons.collections.map.TestLRUMap.MockLRUMapSubclass",50,50
Static Class,"org.apache.commons.collections.map.TestLRUMap.MockLRUMapSubclassBlocksRemove",0,0
Static Class,"org.apache.commons.collections.map.TestLRUMap.MockLRUMapSubclassFirstBlocksRemove",0,0
Static Class,"org.apache.commons.collections.map.TestLRUMap.SingleHashCode",33,33
Public Class,"org.apache.commons.collections.map.TestLazyMap",0,0
Public Class,"org.apache.commons.collections.map.TestLazySortedMap",0,0
Public Class,"org.apache.commons.collections.map.TestLinkedMap",0,0
Public Class,"org.apache.commons.collections.map.TestLinkedMap.TestListView",0,0
Public Class,"org.apache.commons.collections.map.TestListOrderedMap",0,0
Public Class,"org.apache.commons.collections.map.TestListOrderedMap.TestKeyListView",0,0
Public Class,"org.apache.commons.collections.map.TestListOrderedMap.TestValueListView",0,0
Public Class,"org.apache.commons.collections.map.TestListOrderedMap2",0,0
Public Class,"org.apache.commons.collections.map.TestListOrderedMap2.TestListView",0,0
Public Class,"org.apache.commons.collections.map.TestMultiKeyMap",0,0
Public Class,"org.apache.commons.collections.map.TestMultiValueMap",0,0
Public Class,"org.apache.commons.collections.map.TestPredicatedMap",0,0
Anonymous Class,"org.apache.commons.collections.map.TestPredicatedMap.(Anon_1)",0,0
Public Class,"org.apache.commons.collections.map.TestPredicatedSortedMap",0,0
Anonymous Class,"org.apache.commons.collections.map.TestPredicatedSortedMap.(Anon_1)",0,0
Public Class,"org.apache.commons.collections.map.TestReferenceIdentityMap",93,93
Public Class,"org.apache.commons.collections.map.TestReferenceMap",91,91
Public Class,"org.apache.commons.collections.map.TestSingletonMap",0,0
Public Class,"org.apache.commons.collections.map.TestStaticBucketMap",0,0
Public Class,"org.apache.commons.collections.map.TestTransformedMap",0,0
Public Class,"org.apache.commons.collections.map.TestTransformedSortedMap",0,0
Public Class,"org.apache.commons.collections.map.TestUnmodifiableMap",0,0
Public Class,"org.apache.commons.collections.map.TestUnmodifiableOrderedMap",0,0
Public Class,"org.apache.commons.collections.map.TestUnmodifiableSortedMap",0,0
Public Class,"org.apache.commons.collections.map.TransformedMap",33,75
Public Class,"org.apache.commons.collections.map.TransformedSortedMap",0,0
Public Class,"org.apache.commons.collections.map.TypedMap",0,0
Public Class,"org.apache.commons.collections.map.TypedSortedMap",0,0
Public Final Class,"org.apache.commons.collections.map.UnmodifiableEntrySet",0,0
Static Final Class,"org.apache.commons.collections.map.UnmodifiableEntrySet.UnmodifiableEntry",0,0
Static Final Class,"org.apache.commons.collections.map.UnmodifiableEntrySet.UnmodifiableEntrySetIterator",0,0
Public Final Class,"org.apache.commons.collections.map.UnmodifiableMap",0,0
Public Final Class,"org.apache.commons.collections.map.UnmodifiableOrderedMap",0,0
Public Final Class,"org.apache.commons.collections.map.UnmodifiableSortedMap",0,0
Public Abstract Class,"org.apache.commons.collections.set.AbstractSerializableSetDecorator",0,0
Public Abstract Class,"org.apache.commons.collections.set.AbstractSetDecorator",0,0
Public Abstract Class,"org.apache.commons.collections.set.AbstractSortedSetDecorator",0,0
Public Abstract Class,"org.apache.commons.collections.set.AbstractTestSet",0,0
Public Abstract Class,"org.apache.commons.collections.set.AbstractTestSortedSet",0,0
Public Class,"org.apache.commons.collections.set.AbstractTestSortedSet.TestSortedSetSubSet",72,80
Public Class,"org.apache.commons.collections.set.CompositeSet",0,0
Public Interface,"org.apache.commons.collections.set.CompositeSet.SetMutator",0,0
Public Class,"org.apache.commons.collections.set.ListOrderedSet",0,23
Static Class,"org.apache.commons.collections.set.ListOrderedSet.OrderedSetIterator",33,33
Public Final Class,"org.apache.commons.collections.set.MapBackedSet",36,47
Public Class,"org.apache.commons.collections.set.PredicatedSet",0,0
Public Class,"org.apache.commons.collections.set.PredicatedSortedSet",0,0
Public Class,"org.apache.commons.collections.set.SynchronizedSet",0,0
Public Class,"org.apache.commons.collections.set.SynchronizedSortedSet",0,0
Public Class,"org.apache.commons.collections.set.TestAll",0,0
Public Class,"org.apache.commons.collections.set.TestCompositeSet",0,0
Anonymous Class,"org.apache.commons.collections.set.TestCompositeSet.makeEmptySet.(Anon_1)",0,0
Anonymous Class,"org.apache.commons.collections.set.TestCompositeSet.testFailedCollisionResolution.(Anon_2)",0,0
Public Class,"org.apache.commons.collections.set.TestListOrderedSet",0,0
Static Class,"org.apache.commons.collections.set.TestListOrderedSet.A",0,0
Static Class,"org.apache.commons.collections.set.TestListOrderedSet.B",0,0
Public Class,"org.apache.commons.collections.set.TestListOrderedSet2",0,0
Public Class,"org.apache.commons.collections.set.TestMapBackedSet",0,0
Public Class,"org.apache.commons.collections.set.TestMapBackedSet2",0,0
Public Class,"org.apache.commons.collections.set.TestPredicatedSet",77,91
Anonymous Class,"org.apache.commons.collections.set.TestPredicatedSet.(Anon_1)",0,0
Public Class,"org.apache.commons.collections.set.TestPredicatedSortedSet",68,86
Anonymous Class,"org.apache.commons.collections.set.TestPredicatedSortedSet.(Anon_1)",0,0
Public Class,"org.apache.commons.collections.set.TestSynchronizedSet",0,0
Public Class,"org.apache.commons.collections.set.TestSynchronizedSortedSet",0,0
Public Class,"org.apache.commons.collections.set.TestTransformedSet",0,0
Public Class,"org.apache.commons.collections.set.TestTransformedSortedSet",0,0
Public Class,"org.apache.commons.collections.set.TestTypedSet",0,0
Public Class,"org.apache.commons.collections.set.TestTypedSortedSet",40,80
Public Class,"org.apache.commons.collections.set.TestUnmodifiableSet",0,0
Public Class,"org.apache.commons.collections.set.TestUnmodifiableSortedSet",71,79
Public Class,"org.apache.commons.collections.set.TransformedSet",0,0
Public Class,"org.apache.commons.collections.set.TransformedSortedSet",0,0
Public Class,"org.apache.commons.collections.set.TypedSet",0,0
Public Class,"org.apache.commons.collections.set.TypedSortedSet",0,0
Public Final Class,"org.apache.commons.collections.set.UnmodifiableSet",0,0
Public Final Class,"org.apache.commons.collections.set.UnmodifiableSortedSet",0,0
