Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential
Public Class,"org.jfree.chart.junit.BarChartTests",15,2,9,5,1,1,,,,,1,21,21,0,,2,0,,,,6,1,8,8,0,1,1,6,,158,26,82,40,55,50,,40,52,32,36,,,2,1,2,1,38,38,0.61,9,8
Public Constructor,"org.jfree.chart.junit.BarChartTests.BarChartTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Static Class,"org.jfree.chart.junit.BarChartTests.LocalListener",8,0,3,5,1,1,,,,,2,1,1,0,,0,0,,,,1,1,1,1,0,0,0,1,,19,3,6,3,2,10,,2,4,3,1,,,1,1,1,0,0,0,1.67,1,1
Public Method,"org.jfree.chart.junit.BarChartTests.LocalListener.chartChanged",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Private Static Method,"org.jfree.chart.junit.BarChartTests.createBarChart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,4,10,5,8,7,3,3,4,3,2,1,1,,,,0,,,0.70,1,1
Protected Method,"org.jfree.chart.junit.BarChartTests.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,3,2,1,2,1,1,1,1,,,,0,,,1.00,1,1
Public Static Method,"org.jfree.chart.junit.BarChartTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.BarChartTests.testDrawWithNullInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,4,16,5,12,4,4,8,10,4,8,2,1,,,,1,,,0.25,2,1
Public Method,"org.jfree.chart.junit.BarChartTests.testReplaceDataset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,4,19,9,17,4,10,11,12,7,10,1,1,,,,0,,,0.21,1,1
Public Method,"org.jfree.chart.junit.BarChartTests.testSetSeriesToolTipGenerator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,10,7,7,4,6,6,7,5,6,1,1,,,,0,,,0.40,1,1
Public Method,"org.jfree.chart.junit.BarChartTests.testSetSeriesURLGenerator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,9,6,6,4,6,6,7,5,6,1,1,,,,0,,,0.44,1,1
Public Class,"org.jfree.chart.junit.ChartPackageTests",35,0,30,5,1,1,,,,,1,28,28,0,,1,0,,,,0,0,1,1,0,0,0,1,,44,2,32,3,28,10,,28,30,3,28,,,1,1,2,0,0,0,0.31,1,1
Public Static Method,"org.jfree.chart.junit.ChartPackageTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,0,30,2,28,5,2,28,29,2,28,1,1,,,,0,,,0.17,1,1
Public Class,"org.jfree.chart.junit.ChartPanelTests",14,0,9,4,1,1,,,,,3,18,18,0,,1,0,,,,18,1,19,19,0,0,0,19,,288,22,179,78,134,87,,119,141,66,120,,,3,1,2,1,42,42,0.49,21,19
Public Constructor,"org.jfree.chart.junit.ChartPanelTests.ChartPanelTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.chartChanged",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,3,1,1,6,1,1,2,1,1,1,1,,,,0,,,2.00,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.chartMouseClicked",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,2,1,0,6,0,0,1,1,0,1,1,,,,0,,,3.00,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.chartMouseMoved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,2,1,0,6,0,0,1,1,0,1,1,,,,0,,,3.00,1,1
Public Static Method,"org.jfree.chart.junit.ChartPanelTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.test2502355_restoreAutoBounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,10,5,8,4,8,7,8,4,7,1,1,,,,0,,,0.40,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.test2502355_restoreAutoDomainBounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0,12,6,10,4,11,9,10,5,9,1,1,,,,0,,,0.33,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.test2502355_restoreAutoRangeBounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0,12,6,10,4,11,9,10,5,9,1,1,,,,0,,,0.33,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.test2502355_zoom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,10,5,8,4,8,7,8,4,7,1,1,,,,0,,,0.40,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.test2502355_zoomInBoth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,10,5,8,4,8,7,8,4,7,1,1,,,,0,,,0.40,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.test2502355_zoomInDomain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0,12,6,10,4,11,9,10,5,9,1,1,,,,0,,,0.33,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.test2502355_zoomInRange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0,12,6,10,4,11,9,10,5,9,1,1,,,,0,,,0.33,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.test2502355_zoomOutBoth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,10,5,8,4,8,7,8,4,7,1,1,,,,0,,,0.40,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.test2502355_zoomOutDomain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0,12,6,10,4,11,9,10,5,9,1,1,,,,0,,,0.33,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.test2502355_zoomOutRange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0,12,6,10,4,11,9,10,5,9,1,1,,,,0,,,0.33,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.testConstructor1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,4,2,2,3,3,2,3,2,2,1,1,,,,0,,,0.75,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.testGetListeners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36,2,28,4,22,6,6,18,21,4,19,3,1,,,,1,,,0.21,3,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.testSetChart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,6,3,4,3,6,4,5,3,4,1,1,,,,0,,,0.50,1,1
Public Method,"org.jfree.chart.junit.ChartPanelTests.testSetMouseWheelEnabled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,0,12,5,10,4,7,9,10,4,9,1,1,,,,0,,,0.33,1,1
Public Class,"org.jfree.chart.junit.ChartRenderingInfoTests",21,2,15,4,2,1,,,,,1,18,18,0,,1,0,,,,5,0,6,6,0,0,0,6,,135,18,91,25,71,26,,60,70,23,60,,,2,1,2,1,0,0,0.29,9,6
Public Constructor,"org.jfree.chart.junit.ChartRenderingInfoTests.ChartRenderingInfoTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Static Method,"org.jfree.chart.junit.ChartRenderingInfoTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.ChartRenderingInfoTests.testCloning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,3,23,3,19,4,12,15,17,3,15,2,1,,,,1,,,0.17,2,1
Public Method,"org.jfree.chart.junit.ChartRenderingInfoTests.testEquals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,3,20,5,18,3,11,18,19,5,18,1,1,,,,0,,,0.15,1,1
Public Method,"org.jfree.chart.junit.ChartRenderingInfoTests.testSerialization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,3,19,7,15,3,8,12,14,6,12,2,1,,,,1,,,0.16,2,1
Public Method,"org.jfree.chart.junit.ChartRenderingInfoTests.testSerialization2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,3,21,7,17,3,10,13,15,6,13,2,1,,,,1,,,0.14,2,1
Public Class,"org.jfree.chart.junit.GanttChartTests",19,1,14,5,1,1,,,,,1,24,24,0,,4,0,,,,7,1,11,11,0,2,1,8,,251,22,165,41,130,66,,75,91,37,73,,,2,1,2,1,55,55,0.40,13,11
Public Constructor,"org.jfree.chart.junit.GanttChartTests.GanttChartTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Static Class,"org.jfree.chart.junit.GanttChartTests.LocalListener",8,0,3,5,1,1,,,,,2,1,1,0,,0,0,,,,1,1,1,1,0,0,0,1,,18,3,6,3,2,9,,2,4,3,1,,,1,1,1,0,0,0,1.50,1,1
Public Method,"org.jfree.chart.junit.GanttChartTests.LocalListener.chartChanged",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Static Method,"org.jfree.chart.junit.GanttChartTests.createDataset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,89,4,80,4,78,5,8,30,31,4,30,1,1,,,,0,,,0.06,1,1
Private Static Method,"org.jfree.chart.junit.GanttChartTests.createGanttChart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,4,1,2,5,2,1,2,1,1,1,1,,,,0,,,1.25,1,1
Private Static Method,"org.jfree.chart.junit.GanttChartTests.date",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,2,6,3,4,10,4,4,5,3,4,1,1,,,,0,,,1.67,1,1
Protected Method,"org.jfree.chart.junit.GanttChartTests.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,3,2,1,2,1,1,1,1,,,,0,,,1.00,1,1
Public Static Method,"org.jfree.chart.junit.GanttChartTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.GanttChartTests.testDrawWithNullInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,0,17,5,13,4,5,9,11,4,9,2,1,,,,1,,,0.24,2,1
Public Method,"org.jfree.chart.junit.GanttChartTests.testDrawWithNullInfo2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,0,14,4,10,5,6,8,10,4,8,2,1,,,,1,,,0.36,2,1
Public Method,"org.jfree.chart.junit.GanttChartTests.testReplaceDataset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,7,3,5,3,4,5,6,3,5,1,1,,,,0,,,0.43,1,1
Public Method,"org.jfree.chart.junit.GanttChartTests.testSetSeriesToolTipGenerator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,10,7,7,4,6,6,7,5,6,1,1,,,,0,,,0.40,1,1
Public Method,"org.jfree.chart.junit.GanttChartTests.testSetSeriesURLGenerator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,9,6,6,4,6,6,7,5,6,1,1,,,,0,,,0.44,1,1
Public Class,"org.jfree.chart.junit.JFreeChartTestSuite",21,0,16,5,1,1,,,,,1,26,26,0,,2,0,,,,0,0,2,2,0,0,0,2,,50,3,33,4,27,14,,27,30,4,27,,,1,1,2,0,0,0,0.42,2,2
Public Static Method,"org.jfree.chart.junit.JFreeChartTestSuite.main",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,2,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Static Method,"org.jfree.chart.junit.JFreeChartTestSuite.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,0,28,2,26,5,26,26,27,2,26,1,1,,,,0,,,0.18,1,1
Public Class,"org.jfree.chart.junit.JFreeChartTests",28,3,20,5,2,1,,,,,2,36,36,0,,1,0,,,,15,2,16,16,0,0,1,15,,479,68,328,93,272,84,,234,261,83,225,,,4,1,2,1,84,84,0.26,26,16
Public Constructor,"org.jfree.chart.junit.JFreeChartTests.JFreeChartTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.chartChanged",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Protected Method,"org.jfree.chart.junit.JFreeChartTests.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,8,2,6,3,4,5,6,2,5,1,1,,,,0,,,0.38,1,1
Public Static Method,"org.jfree.chart.junit.JFreeChartTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testAddSubtitle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,5,34,6,26,4,8,20,24,6,22,4,1,,,,1,,,0.12,4,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testEquals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,94,12,67,6,65,15,20,54,55,4,54,1,1,,,,0,,,0.22,1,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testEquals2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,8,5,6,4,4,4,5,3,4,1,1,,,,0,,,0.50,1,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testGetSubtitle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,3,30,5,22,3,4,16,20,5,18,4,1,,,,1,,,0.10,4,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testGetSubtitles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,2,8,4,6,4,7,6,7,4,6,1,1,,,,0,,,0.50,1,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testLegendEvents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,9,4,7,3,7,7,8,4,7,1,1,,,,0,,,0.33,1,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testSerialization1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,4,24,9,20,3,13,17,19,8,17,2,1,,,,1,,,0.13,2,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testSerialization2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,5,22,8,18,3,9,15,17,7,15,2,1,,,,1,,,0.14,2,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testSerialization3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72,10,55,20,51,7,9,47,49,18,36,2,1,,,,1,,,0.13,2,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testSerialization4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,5,26,11,22,3,13,18,20,9,18,2,1,,,,1,,,0.12,2,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testSubtitleCount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,4,2,2,3,2,2,3,2,2,1,1,,,,0,,,0.75,1,1
Public Method,"org.jfree.chart.junit.JFreeChartTests.testTitleChangeEvent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,3,20,5,18,9,10,18,19,5,18,1,1,,,,0,,,0.45,1,1
Public Class,"org.jfree.chart.junit.LegendItemCollectionTests",18,1,13,4,1,1,,,,,1,18,18,0,,1,0,,,,4,0,5,5,0,0,0,5,,101,12,67,22,51,22,,35,43,19,35,,,2,1,2,1,0,0,0.33,7,5
Public Constructor,"org.jfree.chart.junit.LegendItemCollectionTests.LegendItemCollectionTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Static Method,"org.jfree.chart.junit.LegendItemCollectionTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.LegendItemCollectionTests.testCloning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,1,18,5,14,3,11,12,14,5,12,2,1,,,,1,,,0.17,2,1
Public Method,"org.jfree.chart.junit.LegendItemCollectionTests.testEquals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27,3,21,7,19,3,4,9,10,5,9,1,1,,,,0,,,0.14,1,1
Public Method,"org.jfree.chart.junit.LegendItemCollectionTests.testSerialization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,1,20,7,16,3,8,12,14,6,12,2,1,,,,1,,,0.15,2,1
Public Class,"org.jfree.chart.junit.LegendItemTests",55,4,46,5,2,1,,,,,1,22,22,0,,1,0,,,,5,0,6,6,0,0,0,6,,339,31,276,28,256,32,,117,127,22,117,,,2,1,2,1,0,0,0.12,9,6
Public Constructor,"org.jfree.chart.junit.LegendItemTests.LegendItemTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Static Method,"org.jfree.chart.junit.LegendItemTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.LegendItemTests.testCloning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,1,14,3,10,4,7,8,10,3,8,2,1,,,,1,,,0.29,2,1
Public Method,"org.jfree.chart.junit.LegendItemTests.testEquals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,236,21,206,5,204,9,10,80,81,3,80,1,1,,,,0,,,0.04,1,1
Public Method,"org.jfree.chart.junit.LegendItemTests.testSerialization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,31,1,27,8,23,3,10,14,16,6,14,2,1,,,,1,,,0.11,2,1
Public Method,"org.jfree.chart.junit.LegendItemTests.testSerialization2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,1,21,9,17,3,7,13,15,7,13,2,1,,,,1,,,0.14,2,1
Public Class,"org.jfree.chart.junit.LineChart3DTests",15,1,9,5,1,1,,,,,1,21,21,0,,2,0,,,,6,1,8,8,0,1,1,6,,156,24,82,40,55,50,,40,52,32,36,,,2,1,2,1,38,38,0.61,9,8
Public Constructor,"org.jfree.chart.junit.LineChart3DTests.LineChart3DTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Static Class,"org.jfree.chart.junit.LineChart3DTests.LocalListener",8,0,3,5,1,1,,,,,2,1,1,0,,0,0,,,,1,1,1,1,0,0,0,1,,19,3,6,3,2,10,,2,4,3,1,,,1,1,1,0,0,0,1.67,1,1
Public Method,"org.jfree.chart.junit.LineChart3DTests.LocalListener.chartChanged",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Private Static Method,"org.jfree.chart.junit.LineChart3DTests.createLineChart3D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,4,10,5,8,7,3,3,4,3,2,1,1,,,,0,,,0.70,1,1
Protected Method,"org.jfree.chart.junit.LineChart3DTests.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,3,2,1,2,1,1,1,1,,,,0,,,1.00,1,1
Public Static Method,"org.jfree.chart.junit.LineChart3DTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.LineChart3DTests.testDrawWithNullInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,2,16,5,12,4,4,8,10,4,8,2,1,,,,1,,,0.25,2,1
Public Method,"org.jfree.chart.junit.LineChart3DTests.testReplaceDataset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,4,19,9,17,4,10,11,12,7,10,1,1,,,,0,,,0.21,1,1
Public Method,"org.jfree.chart.junit.LineChart3DTests.testSetSeriesToolTipGenerator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,10,7,7,4,6,6,7,5,6,1,1,,,,0,,,0.40,1,1
Public Method,"org.jfree.chart.junit.LineChart3DTests.testSetSeriesURLGenerator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,9,6,6,4,6,6,7,5,6,1,1,,,,0,,,0.44,1,1
Public Class,"org.jfree.chart.junit.LineChartTests",15,1,9,4,1,1,,,,,1,21,21,0,,2,0,,,,6,1,8,8,0,1,1,6,,153,23,82,40,55,48,,40,52,32,36,,,2,1,2,1,38,38,0.59,9,8
Public Constructor,"org.jfree.chart.junit.LineChartTests.LineChartTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Static Class,"org.jfree.chart.junit.LineChartTests.LocalListener",8,0,3,5,1,1,,,,,2,1,1,0,,0,0,,,,1,1,1,1,0,0,0,1,,19,3,6,3,2,10,,2,4,3,1,,,1,1,1,0,0,0,1.67,1,1
Public Method,"org.jfree.chart.junit.LineChartTests.LocalListener.chartChanged",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Private Static Method,"org.jfree.chart.junit.LineChartTests.createLineChart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,3,10,5,8,5,3,3,4,3,2,1,1,,,,0,,,0.50,1,1
Protected Method,"org.jfree.chart.junit.LineChartTests.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,3,2,1,2,1,1,1,1,,,,0,,,1.00,1,1
Public Static Method,"org.jfree.chart.junit.LineChartTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.LineChartTests.testDrawWithNullInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,2,16,5,12,4,4,8,10,4,8,2,1,,,,1,,,0.25,2,1
Public Method,"org.jfree.chart.junit.LineChartTests.testReplaceDataset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,4,19,9,17,4,10,11,12,7,10,1,1,,,,0,,,0.21,1,1
Public Method,"org.jfree.chart.junit.LineChartTests.testSetSeriesToolTipGenerator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,10,7,7,4,6,6,7,5,6,1,1,,,,0,,,0.40,1,1
Public Method,"org.jfree.chart.junit.LineChartTests.testSetSeriesURLGenerator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,9,6,6,4,6,6,7,5,6,1,1,,,,0,,,0.44,1,1
Public Class,"org.jfree.chart.junit.MeterChartTests",13,0,8,5,1,1,,,,,1,12,12,0,,1,0,,,,2,0,3,3,0,0,0,3,,47,4,26,10,16,17,,13,18,9,13,,,2,1,2,1,0,0,0.65,4,3
Public Constructor,"org.jfree.chart.junit.MeterChartTests.MeterChartTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Static Method,"org.jfree.chart.junit.MeterChartTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.MeterChartTests.testDrawWithNullInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,0,18,7,14,4,10,11,13,6,11,2,1,,,,1,,,0.22,2,1
Public Class,"org.jfree.chart.junit.PieChart3DTests",12,0,7,5,1,1,,,,,1,14,14,0,,2,0,,,,4,1,6,6,0,1,1,4,,108,12,53,20,32,43,,30,40,19,28,,,2,1,2,1,67,67,0.81,7,6
Static Class,"org.jfree.chart.junit.PieChart3DTests.LocalListener",8,0,3,5,1,1,,,,,2,1,1,0,,0,0,,,,1,1,1,1,0,0,0,1,,18,3,6,3,2,9,,2,4,3,1,,,1,1,1,0,0,0,1.50,1,1
Public Method,"org.jfree.chart.junit.PieChart3DTests.LocalListener.chartChanged",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Constructor,"org.jfree.chart.junit.PieChart3DTests.PieChart3DTests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Private Static Method,"org.jfree.chart.junit.PieChart3DTests.createPieChart3D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,3,1,1,7,2,1,2,1,1,1,1,,,,0,,,2.33,1,1
Protected Method,"org.jfree.chart.junit.PieChart3DTests.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,7,2,5,4,4,5,6,2,5,1,1,,,,0,,,0.57,1,1
Public Static Method,"org.jfree.chart.junit.PieChart3DTests.suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,2,1,1,1,1,,,,0,,,1.67,1,1
Public Method,"org.jfree.chart.junit.PieChart3DTests.testNullValueInDataset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,0,20,7,16,4,7,13,15,6,13,2,1,,,,1,,,0.20,2,1
Public Method,"org.jfree.chart.junit.PieChart3DTests.testReplaceDatasetOnPieChart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,8,3,6,5,6,6,7,3,6,1,1,,,,0,,,0.63,1,1
Public Class,"org.jfree.chart.junit.PieChartTests",10,0,5,5,1,1,,,,,1,9,9,0,,2,0,,,,3,1,5,5,0,1,1,3,,84,13,33,13,16,38,,17,25,13,15,,,1,1,2,0,60,60,1.15,5,5
